Organization Name,Company Homepage URL
Onesource Specialty Pharma Ltd,https://www.onesourcecdmo.com
OneFin,https://www.onefin.in
OneAssist,https://www.oneassist.in
Olectra Greentech Ltd,https://www.olectra.com
Ola Electric,https://www.olaelectric.com
Ola Electric Mobility Ltd,https://www.olaelectric.com
Ola,https://www.olacabs.com
OkCredit,https://www.okcredit.in
Oil India Ltd,https://www.oil-india.com
OfBusiness,https://www.ofbusiness.com
ODWEN,https://www.odwen.co.in
Observe.AI,https://www.observe.ai
Oberoi Realty Ltd,https://www.oberoirealty.com
FSN E-Commerce Ventures Ltd,https://www.nykaa.com
Nykaa,https://www.nykaa.com
Nuvoco Vistas Corporation Ltd,https://www.nuvoco.com
Nuvama Wealth Management Ltd,https://www.nuvama.com
NTPC Ltd,https://www.ntpc.co.in
NMDC Steel Ltd,https://www.nsltd.in
Novatr,https://www.novatr.com
NoBroker,https://www.nobroker.in
NMDC Ltd,https://www.nmdc.co.in
NLC India Ltd,https://www.nlcindia.in
Niva Bupa Health Insurance Company Ltd,https://www.nivabupa.com
Nippon Life India Asset Management Ltd,https://www.nipponindiaim.com
Ninjacart,https://www.ninjacart.com
NHPC Ltd,https://www.nhpcindia.com
NTPC Green Energy Ltd,https://www.ngel.in
The New India Assurance Company Ltd,https://www.newindia.co.in
Newgen Software Technologies Ltd,https://www.newgensoft.com
Neuron7.ai,https://www.neuron7.ai
Neuland Laboratories Ltd,https://www.neulandlabs.com
Netweb Technologies India Ltd,https://www.netwebindia.com
Nestle India Ltd,https://www.nestle.in
NephroPlus,https://www.nephroplus.com
Neodocs,https://www.neodocs.in
NCC Ltd,https://www.ncclimited.com
NBCC (India) Ltd,https://www.nbccindia.in
Navin Fluorine International Ltd,https://www.navinfluorine.com
Nava Ltd,https://www.navalimited.com
NATCO Pharma Ltd,https://www.natcopharma.co.in
Narayana Hrudayalaya Ltd,https://www.narayanahealth.org
National Aluminium Co. Ltd,https://www.nalcoindia.com
MySivi,https://www.mysivi.ai/
Mygate,https://www.mygate.com
Muthoot Finance Ltd,https://www.muthootfinance.com
Mu Sigma,https://www.mu-sigma.com
Mswipe,https://www.mswipe.com
Motherson Sumi Wiring India Ltd,https://www.mswil.motherson.com
Mangalore Refinery & Petrochemicals Ltd,https://www.mrpl.co.in
MRF Ltd,https://www.mrftyres.com
MPL (Mobile Premier League),https://www.mpl.com
MphasiS Ltd,https://www.mphasis.com
Motilal Oswal Financial Services Ltd,https://www.motilaloswal.com
Samvardhana Motherson International Ltd,https://www.motherson.com
Moglix,https://www.moglix.com
Mintifi,https://www.mintifi.com
MindTickle,https://www.mindtickle.com
Minda Corporation Ltd,https://www.mindacorporation.com
Milky Mist,https://www.milkymist.in
Miko,https://www.miko.ai
Meesho,https://www.meesho.com
Meesho Ltd,https://www.meesho.com
Medikabazaar,https://www.medikabazaar.com
Medgenome,https://www.medgenome.com
Global Health Ltd,https://www.medanta.org
Multi Commodity Exchange of India Ltd,https://www.mcxindia.com
mCaffeine,https://www.mcaffeine.com
Mazagoan Dock Shipbuilders Ltd,https://www.mazagondock.in
Max Healthcare Institute Ltd,https://www.maxhealthcare.in
Max Financial Services Ltd,https://www.maxfinancialservices.com
Maruti Suzuki India Ltd,https://www.marutisuzuki.com
Marico Ltd,https://www.marico.com
C.E. Info Systems Ltd,https://www.mapmyindia.com
Mankind Pharma Ltd,https://www.mankindpharma.com
Manappuram Finance Ltd,https://www.manappuram.com
Mahindra & Mahindra Financial Services Ltd,https://www.mahindrafinance.com
Mahindra & Mahindra Ltd,https://www.mahindra.com
Mahanagar Gas Ltd,https://www.mahanagargas.com
Magicpin,https://www.magicpin.in
M2P Fintech,https://www.m2pfintech.com
m1xchange,https://www.m1xchange.com
Lupin Ltd,https://www.lupin.com
L&T Technology Services Ltd,https://www.ltts.com
LTM Ltd,https://www.ltm.com
LT Foods Ltd,https://www.ltgroup.in
L&T Finance Ltd,https://www.ltfinance.com
Lohum,https://www.lohum.com
LogiNext,https://www.loginextsolutions.com
Lodha Developers Ltd,https://www.lodhagroup.in
Lloyds Metals And Energy Ltd,https://www.lloydsmetals.com
Livspace,https://www.livspace.com
Linde India Ltd,https://www.linde.in
Licious,https://www.licious.in
Life Insurance Corporation of India,https://www.licindia.in
LIC Housing Finance Ltd,https://www.lichousing.com
LG Electronics India Ltd,https://www.lg.com/in
Lenskart,https://www.lenskart.com
Lenskart Solutions Ltd,https://www.lenskart.com
Lemon Tree Hotels Ltd,https://www.lemontreehotels.com
Leena AI,https://www.leena.ai
Leap,https://www.leapscholar.com
Laurus Labs Ltd,https://www.lauruslabs.com
Latent View Analytics Ltd,https://www.latentview.com
Larsen & Toubro Ltd,https://www.larsentoubro.com
Landeed,https://www.landeed.com/
Lambdatest,https://www.lambdatest.com
Dr. Lal Path Labs Ltd,https://www.lalpathlabs.com
Lahori Zeera,https://www.lahorizeera.com
Karur Vysya Bank Ltd,https://www.kvb.co.in
Kuku FM,https://www.kukufm.com
Krutrim,https://www.krutrim.ai
KreditBee,https://www.kreditbee.in
Krab,https://www.krab.in
K.P.R. Mill Ltd,https://www.kprmill.com
KPIT Technologies Ltd,https://www.kpit.com
Kotak Mahindra Bank Ltd,https://www.kotak.com
Koshex,https://www.koshex.com
Kodo,https://www.kodo.com
Kissht,https://www.kissht.com
Kirloskar Oil Eng Ltd,https://www.kirloskaroilengines.com
Krishna Institute of Medical Sciences Ltd,https://www.kimshospitals.com
Khatabook,https://www.khatabook.com
Kfin Technologies Ltd,https://www.kfintech.com
KEI Industries Ltd,https://www.kei-ind.com
Kec International Ltd,https://www.kecrpg.com
Kaynes Technology India Ltd,https://www.kaynestechnology.co.in
Karbon Card,https://www.karboncard.com/
Kalyan Jewellers India Ltd,https://www.kalyanjewellers.net
Kajaria Ceramics Ltd,https://www.kajariaceramics.com
k12techno services,https://www.k12techno.com
Jyoti CNC Automation Ltd,https://www.jyoti.co.in
Juspay,https://www.juspay.in
Jupiter Wagons Ltd,https://www.jupiterwagons.in
Jupiter,https://www.jupiter.money
Jubilant Pharmova Ltd,https://www.jubilantpharmova.com
Jubilant Ingrevia Ltd,https://www.jubilantingrevia.com
Jubilant Foodworks Ltd,https://www.jubilantfoodworks.com
JSW Infrastructure Ltd,https://www.jswinfra.in
JSW Dulux Ltd,https://www.jswdulux.com
JSW Cement Ltd,https://www.jswcement.in
JSW Steel Ltd,https://www.jsw.in/steel
JSW Energy Ltd,https://www.jsw.in/energy
Jaiprakash Power Ventures Ltd,https://www.jppowerventures.com
JM Financial Ltd,https://www.jmfl.com
JK Tyre & Industries Ltd,https://www.jktyre.com
J.K. Cement Ltd,https://www.jkcement.com
Jammu & Kashmir Bank Ltd,https://www.jkbank.com
Jindal Steel Ltd,https://www.jindalsteel.in
Jindal Stainless Ltd,https://www.jindalstainless.com
Jindal Saw Ltd,https://www.jindalsaw.com
Jio Financial Services Ltd,https://www.jfs.in
Jeevam Health,https://www.jeevamhealth.com/
JBM Auto Ltd,https://www.jbmgroup.com
ITI Ltd,https://www.itiltd.in
ITC Ltd,https://www.itcportal.com
ITC Hotels Ltd,https://www.itchotels.com
Indian Railway Finance Corporation Ltd,https://www.irfc.co.in
Indian Renewable Energy Development Agency Ltd,https://www.ireda.in
Indian Railway Catering And Tourism Corporation Ltd,https://www.irctc.com
IRB Infrastructure Developers Ltd,https://www.irb.co.in
Ipca Laboratories Ltd,https://www.ipca.com
Indian Oil Corporation Ltd,https://www.iocl.com
Indian Overseas Bank,https://www.iob.in
Invoid,https://www.invoid.co/
InVideo,https://www.invideo.io
Intellect Design Arena Ltd,https://www.intellectdesign.com
Integration Labs,https://www.integrationlabs.co
Insurancedekho,https://www.insurancedekho.com
Inshorts,https://www.inshorts.com
Inox Wind Ltd,https://www.inoxwind.com
Innoviti,https://www.innoviti.com
Innovaccer,https://www.innovaccer.com
Inito,https://www.inito.com/
Infosys Ltd,https://www.infosys.com
Info Edge (India) Ltd,https://www.infoedge.in
Infinity,https://www.infinityapp.in/
Infibeam Avenues,https://www.infibeam.com
InferEdge,https://www.inferedge.com
Infer,https://www.infer.so/
Indus Towers Ltd,https://www.industowers.com
IndusInd Bank Ltd,https://www.indusind.com
IndMoney,https://www.indmoney.com
Indiqube,https://www.indiqube.com
Indian Bank,https://www.indianbank.in
Indiamart Intermesh Ltd,https://www.indiamart.com
India Cements Ltd,https://www.indiacements.co.in
Indegene Ltd,https://www.indegene.com
IMT Care,https://www.imt.care
IIFL Finance Ltd,https://www.iifl.com
Indian Hotels Co. Ltd,https://www.ihcltata.com
Indraprastha Gas Ltd,https://www.iglonline.net
International Gemological Institute Ltd,https://www.igi.org
IFCI Ltd,https://www.ifciltd.com
Indian Energy Exchange Ltd,https://www.iexindia.com
iD Fresh Food,https://www.idfreshfood.com
IDFC First Bank Ltd,https://www.idfcfirstbank.com
Ideaforge,https://www.ideaforgetech.com
IDBI Bank Ltd,https://www.idbibank.in
ICICI Prudential Life Insurance Company Ltd,https://www.iciciprulife.com
ICICI Prudential Asset Management Company Ltd,https://www.icicipruamc.com
ICICI Lombard General Insurance Company Ltd,https://www.icicilombard.com
ICICI Bank Ltd,https://www.icicibank.com
Icertis,https://www.icertis.com
Hindustan Zinc Ltd,https://www.hzlindia.com
Hyundai Motor India Ltd,https://www.hyundai.com/in/en
Hindustan Unilever Ltd,https://www.hul.co.in
Housing & Urban Development Corporation Ltd,https://www.hudco.org.in
Hopscotch,https://www.hopscotch.in
Honeywell Automation India Ltd,https://www.honeywell.com/in/en/hail
Homelane,https://www.homelane.com
Home First Finance Company India Ltd,https://www.homefirstindia.com
Hocco,https://www.hocco.in
Hitachi Energy India Ltd,https://www.hitachienergy.com/in/en
Hiration,https://www.hiration.com/
Hindustan Petroleum Corporation Ltd,https://www.hindustanpetroleum.com
Hindustan Copper Ltd,https://www.hindustancopper.com
Hindalco Industries Ltd,https://www.hindalco.com
Himadri Speciality Chemical Ltd,https://www.himadri.com
HFCL Ltd,https://www.hfcl.com
Hexaware Technologies Ltd,https://www.hexaware.com
Hero MotoCorp Ltd,https://www.heromotocorp.com
Helloverify,https://www.helloverify.com/
H.E.G. Ltd,https://www.hegltd.com
Healthkart,https://www.healthkart.com
HealthifyMe,https://www.healthifyme.com
HDFC Life Insurance Company Ltd,https://www.hdfclife.com
HDFC Asset Management Company Ltd,https://www.hdfcfund.com
HDFC Bank Ltd,https://www.hdfcbank.com
HDB Financial Services Ltd,https://www.hdbfs.com
HCL Technologies Ltd,https://www.hcltech.com
HBL Engineering Ltd,https://www.hbl.in
Havells India Ltd,https://www.havells.com
Hasura,https://www.hasura.io
Hindustan Aeronautics Ltd,https://www.hal-india.co.in
Hackerrank,https://www.hackerrank.com
Glaxosmithkline Pharmaceuticals Ltd,https://www.gsk-india.com
Garden Reach Shipbuilders & Engineers Ltd,https://www.grse.in
Groww,https://www.groww.in
GreyOrange,https://www.greyorange.com/
Great Eastern Shipping Co. Ltd,https://www.greatship.com
Gravita India Ltd,https://www.gravitaindia.com
Grasim Industries Ltd,https://www.grasim.com
Graphite India Ltd,https://www.graphiteindia.com
Granules India Ltd,https://www.granulesindia.com
Noise,https://www.gonoise.com
Niyo,https://www.goniyo.com
gokwik,https://www.gokwik.co/
InterGlobe Aviation Ltd,https://www.goindigo.in
Godrej Properties Ltd,https://www.godrejproperties.com
Godrej Industries Ltd,https://www.godrejindustries.com
Godrej Consumer Products Ltd,https://www.godrejcp.com
Digit Insurance,https://www.godigit.com/
Go Digit General Insurance Ltd,https://www.godigit.com
Godfrey Phillips India Ltd,https://www.godfreyphillips.com
Godawari Power & Ispat Ltd,https://www.godawaripowerispat.com
GMR Airports Ltd,https://www.gmrairports.com
Gujarat Mineral Development Corporation Ltd,https://www.gmdcltd.com
Glenmark Pharmaceuticals Ltd,https://www.glenmarkpharma.com
Gland Pharma Ltd,https://www.glandpharma.com
Giva,https://www.giva.co/
GimBooks,https://www.gimbooks.com/
Gillette India Ltd,https://www.gillette.co.in
General Insurance Corporation of India,https://www.gicofindia.com
Gujarat Fluorochemicals Ltd,https://www.gfl.co.in
SprintAI,https://www.getsprint.ai
Lokal,https://www.getlokalapp.com
Cone,https://www.getcone.io
Games24x7,https://www.games24x7.com/
Gallantt Ispat Ltd,https://www.gallantt.com
GAIL (India) Ltd,https://www.gailonline.com
Gabriel India Ltd,https://www.gabriel.co.in
FunctionUp (FanPlay),https://www.functionup.org/
Freshworks,https://www.freshworks.com/
FreshToHome,https://www.freshtohome.com/
Fortis Healthcare Ltd,https://www.fortishealthcare.com
Force Motors Ltd,https://www.forcemotors.com
FlatX,https://www.flatx.co/
Five-Star Business Finance Ltd,https://www.fivestargroup.in
Firstsource Solutions Ltd,https://www.firstsource.com
Brainbees Solutions Ltd,https://www.firstcry.com
Finolex Cables Ltd,https://www.finolex.com
FINO Payments Bank,https://www.finobank.com/
FifthTry,https://www.FifthTry.com
Fibe,https://www.fibe.in/
Federal Bank Ltd,https://www.federalbank.co.in
Fertilisers and Chemicals Travancore Ltd,https://www.fact.co.in
Exide Industries Ltd,https://www.exideindustries.com
Eternal Ltd,https://www.eternal.com
Escorts Kubota Ltd,https://www.escortskubota.com
Eris Lifesciences Ltd,https://www.erislifesciences.com
Engineers India Ltd,https://www.engineersindia.com
Enerjazz,https://www.enerjazz.tech/
Endurance Technologies Ltd,https://www.endurancegroup.com
Emmvee Photovoltaic Power Ltd,https://www.emmvee.com
Emcure Pharmaceuticals Ltd,https://www.emcure.com
Emami Ltd,https://www.emamiltd.in
Elgi Equipments Ltd,https://www.elgi.com
Elecon Engineering Co. Ltd,https://www.elecon.com
EIH Ltd,https://www.eihltd.com
E.I.D. Parry (India) Ltd,https://www.eidparry.com
Eicher Motors Ltd,https://www.eichermotors.com
Ecom Express,https://www.ecomexpress.in/
eClerx Services Ltd,https://www.eclerx.com
Druva,https://www.druva.com/
Dr. Reddy's Laboratories Ltd,https://www.drreddys.com
Drip Capital,https://www.dripcapital.com/
Dream Sports,https://www.dreamsports.group/
Dream11,https://www.dream11.com/
DOMS Industries Ltd,https://www.domsindia.com
DLF Ltd,https://www.dlf.in
Dixon Technologies (India) Ltd,https://www.dixoninfo.com
Divi's Laboratories Ltd,https://www.divislabs.com
Devyani International Ltd,https://www.devyaniinternational.com
Delhivery,https://www.delhivery.com/
Delhivery Ltd,https://www.delhivery.com
Deepak Nitrite Ltd,https://www.deepaknitrite.com
Deepak Fertilisers & Petrochemicals Corp. Ltd,https://www.deepakfert.com
DCM Shriram Ltd,https://www.dcmshriram.com
Data Patterns (India) Ltd,https://www.datapatterns.co.in
Dalmia Bharat Ltd,https://www.dalmiabharat.com
Dailyhunt,https://www.dailyhunt.in/
Dabur India Ltd,https://www.dabur.com
Cyient Ltd,https://www.cyient.com
Cummins India Ltd,https://www.cumminsindia.com
Carborundum Universal Ltd,https://www.cumi.murugappa.com
Cure.fit (Cult.fit),https://www.cult.fit/
CueMath,https://www.cuemath.com/
Crompton Greaves Consumer Electricals Ltd,https://www.crompton.co.in
CRISIL Ltd,https://www.crisil.com
CreditAccess Grameen Ltd,https://www.creditaccessgrameen.in
Credgenics,https://www.credgenics.com/
Craze,https://www.craze.ai/
Craftsman Automation Ltd,https://www.craftsmanautomation.com
Cradle,https://www.cradlefinance.com
Chennai Petroleum Corporation Ltd,https://www.cpcl.co.in
Country Delight,https://www.countrydelight.in/
Coromandel International Ltd,https://www.coromandel.biz
Container Corporation of India Ltd,https://www.concorindia.co.in
Concord Biotech Ltd,https://www.concordbiotech.com
CompUp,https://www.compup.io
Colgate Palmolive (India) Ltd,https://www.colgatepalmolive.co.in
Coforge Ltd,https://www.coforge.com
Codingal,https://www.codingal.com/
Cochin Shipyard Ltd,https://www.cochinshipyard.in
Coal India Ltd,https://www.coalindia.in
Clinikally,https://www.clinikally.com/
Clear,https://www.clear.in/
Clean Science and Technology Ltd,https://www.cleanscience.co.in
Classplus,https://www.classplus.co/
City Union Bank Ltd,https://www.cityunionbank.com
Cipla Ltd,https://www.cipla.com
Cholamandalam Investment and Finance Company Ltd,https://www.cholamandalam.com
Cholamandalam Financial Holdings Ltd,https://www.cholafhl.com
Choice International Ltd,https://www.choiceindia.com
Balrampur Chini Mills Ltd,https://www.chini.com
CheqUPI,https://www.cheq.money
Chargebee,https://www.chargebee.com/
Chambal Fertilizers & Chemicals Ltd,https://www.chambalfertilisers.com
Chalet Hotels Ltd,https://www.chalethotels.com
Chaayos,https://www.chaayos.com/
CG Power and Industrial Solutions Ltd,https://www.cgglobal.com
CESC Ltd,https://www.cesc.co.in
Central Bank of India,https://www.centralbankofindia.co.in
Ceat Ltd,https://www.ceat.com
Central Depository Services (India) Ltd,https://www.cdslindia.com
CCL Products (I) Ltd,https://www.cclproducts.com
Castrol India Ltd,https://www.castrol.com/en_in
Cashkaro,https://www.cashkaro.com/
Cashify,https://www.cashify.in/
Cashfree,https://www.cashfree.com/
Cashfree Payments,https://www.cashfree.com/
Cartrade Tech Ltd,https://www.cartrade.com
Cars24,https://www.cars24.com/
Captain Fresh,https://www.captainfresh.com/
Capri Global Capital Ltd,https://www.capriglobal.in
Caplin Point Laboratories Ltd,https://www.caplinpoint.net
Capillary Tech,https://www.capillarytech.com/
Can Fin Homes Ltd,https://www.canfinhomes.com
Canara HSBC Life Insurance Company Ltd,https://www.canarahsbclife.com
Canara Bank,https://www.canarabank.com
Computer Age Management Services Ltd,https://www.camsonline.com
BusinessOnBot,https://www.businessonbot.com/
BSE Ltd,https://www.bseindia.com
BrowserStack,https://www.browserstack.com/
Britannia Industries Ltd,https://www.britannia.co.in
Brightchamps,https://www.brightchamps.com/
